word, #word
, 17
10, 1
100, 1
1000, 1
1005, 1
1010, 1
1015, 1
1020, 1
1025, 1
1030, 1
1035, 1
1040, 1
1045, 1
105, 1
1050, 1
1055, 1
1060, 1
1065, 1
1070, 1
1075, 1
1080, 1
1085, 1
1090, 1
1095, 1
110, 1
1100, 1
1105, 1
1110, 1
1115, 1
1120, 1
1125, 1
1130, 1
1135, 1
1140, 1
1145, 1
115, 1
1150, 1
1155, 1
1160, 1
1165, 1
1170, 1
1175, 1
1180, 1
1185, 1
1190, 1
1195, 1
120, 1
1200, 1
1205, 1
1210, 1
1215, 1
1220, 1
1225, 1
1230, 1
1235, 1
1240, 1
1245, 1
125, 1
1250, 1
1255, 1
1260, 1
1265, 1
1275, 1
1280, 1
1285, 1
1290, 1
1295, 1
130, 1
1300, 1
1305, 1
1310, 1
1315, 1
1320, 1
1325, 1
1335, 1
1340, 2
1345, 1
135, 1
1350, 1
1355, 1
1360, 1
1365, 1
1370, 1
1375, 1
1380, 1
1385, 1
1390, 1
1395, 1
140, 1
1400, 1
1405, 1
1410, 1
1415, 1
1420, 1
1425, 1
1430, 1
1435, 1
1440, 1
1445, 1
145, 1
1450, 1
1455, 1
1460, 1
15, 1
150, 1
155, 1
160, 1
165, 1
170, 1
175, 1
180, 1
185, 1
190, 1
195, 1
20, 1
200, 1
205, 1
210, 1
215, 1
220, 1
225, 1
230, 1
235, 1
240, 1
245, 1
25, 1
250, 1
255, 1
260, 1
265, 1
270, 1
275, 1
280, 1
285, 1
290, 1
295, 1
30, 1
300, 1
305, 1
310, 1
315, 1
320, 1
325, 1
335, 1
340, 1
345, 1
35, 1
350, 1
355, 1
360, 1
365, 1
370, 1
375, 1
380, 1
385, 1
390, 1
395, 1
40, 1
400, 1
405, 1
410, 1
415, 1
420, 1
425, 1
430, 1
435, 1
440, 1
445, 1
45, 1
450, 1
455, 1
460, 1
465, 1
470, 1
475, 1
480, 1
485, 1
490, 1
495, 1
5, 1
50, 1
500, 1
505, 1
510, 1
515, 1
520, 1
525, 1
530, 1
535, 1
540, 1
545, 1
55, 1
550, 1
555, 1
560, 1
565, 1
570, 1
575, 1
580, 1
585, 1
590, 1
595, 1
60, 1
600, 1
605, 1
610, 1
615, 1
620, 1
625, 1
630, 1
635, 1
640, 1
645, 1
65, 1
650, 1
655, 1
660, 1
665, 1
670, 1
675, 1
680, 1
685, 1
690, 1
695, 1
70, 1
700, 1
705, 1
710, 1
715, 1
720, 1
725, 1
730, 1
735, 1
740, 1
745, 1
75, 1
750, 1
755, 1
760, 1
765, 1
770, 1
775, 1
780, 1
785, 1
790, 1
795, 1
80, 1
800, 1
805, 1
810, 1
815, 1
820, 1
825, 1
830, 1
835, 1
840, 1
845, 1
85, 1
850, 1
855, 1
860, 1
865, 1
870, 1
875, 1
880, 1
885, 1
890, 1
895, 1
90, 1
900, 1
905, 1
910, 1
915, 1
920, 1
925, 1
930, 1
935, 1
940, 1
945, 1
95, 1
950, 1
955, 1
960, 1
965, 1
970, 1
975, 1
980, 1
985, 1
990, 1
995, 1
KEIMENA, 1
 , 1182
    , 12
 Αν, 1
 Γρικούν, 1
 Εγώ, 1
 Κατανοτιάς, 1
 Κι, 1
 Μα, 1
 Τώρα, 1
 βαθιές, 1
 θαρρείς, 1
 και, 2
 κι, 2
’δειες, 1
’ιντε, 2
’λλαξε, 1
’ντρες, 1
’χνα, 1
Έγνοια, 1
Έπιασε, 1
Έτσι, 1
Έχετε, 1
Έχουν, 1
Ήρθαν, 1
Ήρθε, 1
Όλα, 4
Όλη, 1
Όλοι, 2
Όλος, 1
Όμοια, 2
Όμως, 3
Όντας, 2
Όσο, 1
Ώρα, 2
Ώρες, 1
Αίμα, 1
Αγάλια, 1
Αδέρφι, 1
Αιντε, 1
Ακέριο, 1
Ακλούθα, 1
Ακούμπησε, 1
Ακόμα, 1
Αμάξι, 1
Ανάτειλε, 1
Αναδρομώσα, 1
Αναμερίστε, 1
Ανοίξαν, 1
Ανοίχτε, 1
Απ, 1
Απάντεχα, 1
Απλώνει, 1
Αποσπερίτης, 1
Από, 1
Αραπιά, 1
Αρχίναε, 1
Αρχική, 1
Ασκώθη, 1
Αυτός, 1
Αφέντη, 1
Αφρίζει, 1
Αφροδίτης, 1
Αχ, 2
Αχάα, 1
Αχού, 1
Βάνει, 1
Βάστα, 1
Βάφει, 1
Βαθιά, 2
Βαριές, 1
Βλογώ, 1
Βογκάει, 3
Βοριάς, 1
Βορράστρι, 1
Βουβός, 3
Βόηθα, 2
Γ, 1
Γέλασε, 1
Γέρος, 1
Γεια, 1
Γελούσα, 1
Γερο-ξωμάχος, 1
Γιατί, 2
Γκαρδιώθηκαν, 1
Γλυκά, 1
Γλυκό, 1
Γονατισμένα, 1
Γρικάει, 1
Γρικούν, 1
Γυναίκα, 3
Γυναίκες, 1
Δίπλα, 2
Δε, 3
Δεν, 8
Δική, 1
Δριμιά, 1
Δρομίς, 1
Δροσοπαχνίστηκε, 1
Δυο, 1
Δυσσέα, 3
Δυσσέας, 6
Ε, 3
Είπε, 14
Είχε, 1
Εγώ, 2
Ελένη, 20
Ελένης, 8
Εμείς, 1
Εντός, 1
Επιστροφή, 1
Ευρώτα, 1
Ζήταε, 1
Ζεύει, 1
Ζυγώνει, 1
Η, 4
Θάλασσα, 1
Θάρρουν, 1
Θε, 9
Θεού, 3
Θες, 1
Θεό, 4
Θεός, 19
Θρηνάει, 1
Θρονιάστηκαν, 1
Θυμάσαι, 1
Θωρούσε, 2
ΚΑΖΑΝΤΖΑΚΗΣ, 1
ΚΕΙΜΕΝΑ, 1
Κάντε, 1
Κάποιο, 1
Κάπου, 3
Κάτεχε, 1
Κάτσε, 1
Κάτω, 1
Κάψα, 1
Κένταυρο, 2
Κένταυρος, 4
Κένταυρου, 1
Καβάλα, 1
Και, 12
Καινούρια, 1
Καλά, 4
Καλές, 1
Καλή, 1
Καλυψώ, 1
Καλό, 1
Καλώς, 1
Καμάρωσε, 1
Καμαρωτό, 1
Καρτερός, 2
Κερά, 3
Κεράς, 1
Κι, 50
Κινάει, 1
Κινούν, 1
Κοκιάζου, 1
Κοντεύει, 1
Κουράγιο, 1
Κουφογονάτιασαν, 1
Κράζει, 1
Κρατούν, 1
Κρουφοπαχιά, 1
Κρουφτά, 1
Κόπη, 1
Κόπια, 1
Κύρη, 1
Λάμνουν, 1
Λάμψαν, 3
Λίγα, 1
Λαιμός, 1
Λιανοψιχάλιζε, 1
